Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target
-0.1735,Negative,10.161229818363712,interacts with,0.01,False,interacts with,701694874cb668b3c8b28556d6894c31_bacteria (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,701694874cb668b3c8b28556d6894c31_bacteria,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0057,0160
-0.2055,Negative,10.142843780982291,interacts with,0.006,False,interacts with,db088fb981fe23ea98703dd147a9a18a_bacteria (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,db088fb981fe23ea98703dd147a9a18a_bacteria,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0119,0160
-0.1553,Negative,13.768710215831105,interacts with,0.022,False,interacts with,1c4babd5c824cef4804874bbb6b29ab9_bacteria (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,1c4babd5c824cef4804874bbb6b29ab9_bacteria,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0120,0160
0.1219,Positive,10.836477877402451,interacts with,0.044,False,interacts with,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,1ce72f2cc8eba8fb0a3b299aa0e53526_bacteria,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0146,0160
0.196,Positive,11.418813015974704,interacts with,0.011,False,interacts with,12907f7fde00bb40c358a652d79ffcb6_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,12907f7fde00bb40c358a652d79ffcb6_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0064,0160
0.1779,Positive,9.026877897535714,interacts with,0.015,False,interacts with,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0066,0160
0.3563,Positive,6.590361839739892,interacts with,0.001,False,interacts with,9561dff2fb67039404a8a5d6c669959c_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,9561dff2fb67039404a8a5d6c669959c_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0067,0160
0.1653,Positive,10.589871669832196,interacts with,0.026,False,interacts with,9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,9a06988e426d7ef4663c568dcd331ca0_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0068,0160
0.3249,Positive,6.756566682956481,interacts with,0.001,False,interacts with,16010d640ae1f9ef8b46d9778d31166d_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,16010d640ae1f9ef8b46d9778d31166d_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0069,0160
0.1926,Positive,10.995396990340454,interacts with,0.014,False,interacts with,6dec4a7642385d3256e7c0ab2c05366d_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,6dec4a7642385d3256e7c0ab2c05366d_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0070,0160
0.2703,Positive,10.630652193710016,interacts with,0.001,False,interacts with,5743cd46a67f26fc2a0a910a35f1b12f_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5743cd46a67f26fc2a0a910a35f1b12f_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0071,0160
0.2315,Positive,10.904195039432564,interacts with,0.002,False,interacts with,d4ced3fcf757696111ad371371ff4cce_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,d4ced3fcf757696111ad371371ff4cce_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0072,0160
0.192,Positive,12.341931069340545,interacts with,0.011,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,55d3ffaf20a40a432de7989e6d6d5a00_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0252,0160
0.3328,Positive,7.253137289900608,interacts with,0.001,False,interacts with,25f16fb9e13dc11d9cdb2563441d93ea_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,25f16fb9e13dc11d9cdb2563441d93ea_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0074,0160
0.2445,Positive,10.064580915758343,interacts with,0.002,False,interacts with,feaca0edcf1a23c916e8a5a15e251c00_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,feaca0edcf1a23c916e8a5a15e251c00_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0236,0160
-0.1473,Negative,18.17526563712069,interacts with,0.04,False,interacts with,4745af0659fd8962bab4c6f134456248_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,4745af0659fd8962bab4c6f134456248_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0122,0160
0.1523,Positive,9.168020426688514,interacts with,0.039,False,interacts with,45072f0f90af585d84d9e8b285570885_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,45072f0f90af585d84d9e8b285570885_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0076,0160
0.2161,Positive,10.00367802573288,interacts with,0.007,False,interacts with,c99c3c0cde268c3acc40ddb4ca470d52_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,c99c3c0cde268c3acc40ddb4ca470d52_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0173,0160
-0.1948,Negative,11.475334551409109,interacts with,0.004,False,interacts with,d8f0bf7bd6bfed38440976deac1053de_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,d8f0bf7bd6bfed38440976deac1053de_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0204,0160
0.2622,Positive,9.734115610572683,interacts with,0.001,False,interacts with,573058e00737be3571135b4901715a5b_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,573058e00737be3571135b4901715a5b_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0077,0160
0.3349,Positive,8.236827789793209,interacts with,0.001,False,interacts with,01355d320b33ddf29a77579fe487ee60_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,01355d320b33ddf29a77579fe487ee60_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0078,0160
0.2392,Positive,8.482662577195056,interacts with,0.003,False,interacts with,3594bd84689e1249077661feb03ed8ba_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,3594bd84689e1249077661feb03ed8ba_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0175,0160
0.2425,Positive,8.22494126073473,interacts with,0.001,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0079,0160
0.2505,Positive,8.863821347221352,interacts with,0.002,False,interacts with,9aecac2abcac69ad5a121dabba570b20_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,9aecac2abcac69ad5a121dabba570b20_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0178,0160
0.2141,Positive,9.483405238017092,interacts with,0.005,False,interacts with,5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5f279c746c8e0dc1b9305887f0cbae5a_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0080,0160
0.2828,Positive,8.78490804355465,interacts with,0.001,False,interacts with,f399f80a36b7b63e3071e1397d106116_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,f399f80a36b7b63e3071e1397d106116_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0179,0160
0.1718,Positive,8.251654086505111,interacts with,0.014,False,interacts with,b3975232eebf205eac1abdada382d56b_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,b3975232eebf205eac1abdada382d56b_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0181,0160
0.1267,Positive,10.746908935816588,interacts with,0.04,False,interacts with,cf99988bdff370667debed34ebd3f52a_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,cf99988bdff370667debed34ebd3f52a_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0182,0160
-0.1244,Negative,13.815031897384872,interacts with,0.044,False,interacts with,99f992144830d91fd450ab2e67bcead5_fungi (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,99f992144830d91fd450ab2e67bcead5_fungi,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0243,0160
0.1605,Positive,10.205587244513996,interacts with,0.031,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,cc72eaa86c2be573136acdf59cda9fc3_oomycete,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0083,0160
-0.1485,Negative,12.911323223715776,interacts with,0.047,False,interacts with,8d7bfbf1d9cc089639fe484763c3f188_oomycete (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,8d7bfbf1d9cc089639fe484763c3f188_oomycete,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0210,0160
0.1856,Positive,13.017873308490772,interacts with,0.023,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0127,0160
-0.1478,Negative,11.02261589129034,interacts with,0.05,False,interacts with,e0f36c1501288265da47b71dfc9707dd_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,e0f36c1501288265da47b71dfc9707dd_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0087,0160
-0.1841,Negative,13.737978823660214,interacts with,0.013,False,interacts with,bbe92aaf5408d1efb04e64943df37ed3_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,bbe92aaf5408d1efb04e64943df37ed3_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0088,0160
-0.1694,Negative,12.57360681143927,interacts with,0.011,False,interacts with,8fa171c38fb20ee4b1672db8353a9f63_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,8fa171c38fb20ee4b1672db8353a9f63_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0090,0160
-0.2042,Negative,11.59646902631345,interacts with,0.008,False,interacts with,2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0213,0160
0.2574,Positive,9.79502275797604,interacts with,0.002,False,interacts with,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0140,0160
0.2659,Positive,12.67833760240344,interacts with,0.003,False,interacts with,5c343c81c74e215e2ed7a0d3d2e29e21_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5c343c81c74e215e2ed7a0d3d2e29e21_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0254,0160
-0.1358,Negative,9.16211287542997,interacts with,0.04,False,interacts with,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,6a93161d8c0b6e9c9d636325ba9ebcae_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0187,0160
-0.1502,Negative,10.854115988810408,interacts with,0.02,False,interacts with,18f83f1b38e7d46908c0805e2c1960e4_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,18f83f1b38e7d46908c0805e2c1960e4_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0217,0160
-0.1384,Negative,9.651967446615362,interacts with,0.035,False,interacts with,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0095,0160
0.3613,Positive,11.813511824447843,interacts with,0.001,False,interacts with,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,4f8eec0fd883c3c151fb5dce569f8dc0_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0225,0160
-0.1211,Negative,10.071236270876753,interacts with,0.038,False,interacts with,d7463494a00186665833be74ccdd14a1_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,d7463494a00186665833be74ccdd14a1_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0101,0160
0.1738,Positive,13.687092319002346,interacts with,0.004,False,interacts with,3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,3c8cb7ae46cf87caa164eb1a31c2ba7d_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0190,0160
0.1182,Positive,28.005504907430893,interacts with,0.037,False,interacts with,1b4ee952b71b2a45e179b9cbb9ecf5ae_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,1b4ee952b71b2a45e179b9cbb9ecf5ae_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0144,0160
-0.1132,Negative,13.020248023295355,interacts with,0.044,False,interacts with,5c75a20582098b0c984ca0046fc10d75_eukaryote (interacts with) a50637e49cb2e7062c4fe563e8804b5c_bacteria,5c75a20582098b0c984ca0046fc10d75_eukaryote,a50637e49cb2e7062c4fe563e8804b5c_bacteria,0103,0160
-0.1394,Negative,11.464608885919674,interacts with,0.028,False,interacts with,9f9db7a86cad05f5ce499615c163e8a9_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,9f9db7a86cad05f5ce499615c163e8a9_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0041,0038
-0.1582,Negative,12.174148947023772,interacts with,0.011,False,interacts with,486eef6f6e7d9269c40a644d2d6832d6_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,486eef6f6e7d9269c40a644d2d6832d6_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0195,0038
0.1556,Positive,14.90872888858206,interacts with,0.041,False,interacts with,be23ac7180eac196be3e0514333d4301_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,be23ac7180eac196be3e0514333d4301_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0042,0038
0.2001,Positive,11.351587296213795,interacts with,0.004,False,interacts with,342e9d2aae0d012d6e73a1ded15cc28b_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,342e9d2aae0d012d6e73a1ded15cc28b_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0044,0038
-0.1362,Negative,13.178939209770714,interacts with,0.035,False,interacts with,d96989fc36f17efec684123db1413110_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d96989fc36f17efec684123db1413110_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0045,0038
-0.2023,Negative,14.51747755890018,interacts with,0.002,False,interacts with,62690921189900b625d68933a083f144_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,62690921189900b625d68933a083f144_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0115,0038
0.2034,Positive,13.41566899645074,interacts with,0.003,False,interacts with,d4143a84fa86f4939237b7d4e33cfc4d_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d4143a84fa86f4939237b7d4e33cfc4d_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0047,0038
0.1709,Positive,13.786361832242386,interacts with,0.014,False,interacts with,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0048,0038
-0.1439,Negative,14.130583688632518,interacts with,0.02,False,interacts with,dec10876dd1b063c2977675a952e5613_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,dec10876dd1b063c2977675a952e5613_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0165,0038
-0.1331,Negative,16.524043031396307,interacts with,0.042,False,interacts with,936a582a1eb7fdd448592e35c1ce4b58_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,936a582a1eb7fdd448592e35c1ce4b58_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0118,0038
0.1423,Positive,13.628593208315683,interacts with,0.029,False,interacts with,34dda3219113b5e264e609c30ab9b004_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,34dda3219113b5e264e609c30ab9b004_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0232,0038
-0.2018,Negative,13.154821615670617,interacts with,0.005,False,interacts with,623e85cafaa7d77615b1f2c4a51a4e58_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,623e85cafaa7d77615b1f2c4a51a4e58_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0055,0038
-0.1396,Negative,14.186662624181269,interacts with,0.044,False,interacts with,eec64780e6b621c93e5dc66bc10bed22_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,eec64780e6b621c93e5dc66bc10bed22_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0167,0038
-0.2595,Negative,13.490499041134042,interacts with,0.001,False,interacts with,d734a4cd9718eb47ddf142f884ef1b31_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d734a4cd9718eb47ddf142f884ef1b31_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0168,0038
-0.1851,Negative,14.238916090520172,interacts with,0.001,False,interacts with,701694874cb668b3c8b28556d6894c31_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,701694874cb668b3c8b28556d6894c31_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0057,0038
-0.1202,Negative,13.924973810720614,interacts with,0.05,False,interacts with,de0aa684ed3e574308e5ab48ff90cdb0_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,de0aa684ed3e574308e5ab48ff90cdb0_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0169,0038
-0.1472,Negative,14.051905890009694,interacts with,0.018,False,interacts with,5649ccf31ce22f347d21c009881e5df3_bacteria (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,5649ccf31ce22f347d21c009881e5df3_bacteria,4faf22474cef7bf9d255c73cd9db118e_bacteria,0199,0038
0.1761,Positive,11.831432277549338,interacts with,0.019,False,interacts with,9fc26e6596f0b0189c6b268cc4d8d67b_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,9fc26e6596f0b0189c6b268cc4d8d67b_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0062,0038
0.1948,Positive,11.389282176877058,interacts with,0.013,False,interacts with,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0066,0038
0.1574,Positive,16.28852868001721,interacts with,0.03,False,interacts with,4745af0659fd8962bab4c6f134456248_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,4745af0659fd8962bab4c6f134456248_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0122,0038
-0.1703,Negative,17.2497699807407,interacts with,0.028,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,6f919188220b0c82be4439bb63dd189e_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0222,0038
0.1973,Positive,13.769888264070309,interacts with,0.007,False,interacts with,47646c283877f7b72d1b9a5199bd45b9_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,47646c283877f7b72d1b9a5199bd45b9_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0235,0038
0.1437,Positive,13.477040447278997,interacts with,0.032,False,interacts with,b3975232eebf205eac1abdada382d56b_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,b3975232eebf205eac1abdada382d56b_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0181,0038
0.1361,Positive,15.85751915121876,interacts with,0.028,False,interacts with,45b5a9d374f7fdde8ee02d381737f261_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,45b5a9d374f7fdde8ee02d381737f261_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0126,0038
0.1771,Positive,14.516620970789752,interacts with,0.006,False,interacts with,99f992144830d91fd450ab2e67bcead5_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,99f992144830d91fd450ab2e67bcead5_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0243,0038
0.1215,Positive,14.1171072694699,interacts with,0.047,False,interacts with,57d42f67fbd8adfd9984217832ff9085_fungi (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,57d42f67fbd8adfd9984217832ff9085_fungi,4faf22474cef7bf9d255c73cd9db118e_bacteria,0244,0038
-0.2284,Negative,13.941401558743117,interacts with,0.004,False,interacts with,d61cd1d4bdad6e7320c6df304a2c2e5a_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d61cd1d4bdad6e7320c6df304a2c2e5a_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0085,0038
-0.2415,Negative,12.290826864730247,interacts with,0.002,False,interacts with,e0f36c1501288265da47b71dfc9707dd_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,e0f36c1501288265da47b71dfc9707dd_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0087,0038
0.2396,Positive,13.398308672715338,interacts with,0.002,False,interacts with,6f658d24895b04231f6e654762669b72_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,6f658d24895b04231f6e654762669b72_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0091,0038
-0.1858,Negative,12.390568772924784,interacts with,0.007,False,interacts with,7cf039e6626761ed4dc865aee7e775a5_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,7cf039e6626761ed4dc865aee7e775a5_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0092,0038
-0.25,Negative,12.955890660637122,interacts with,0.003,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0093,0038
0.2142,Positive,16.899175051527994,interacts with,0.006,False,interacts with,6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0148,0038
0.1663,Positive,15.709430392962958,interacts with,0.014,False,interacts with,a76ff1e570245a93affb4ac8a7e97b5a_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,a76ff1e570245a93affb4ac8a7e97b5a_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0149,0038
-0.1391,Negative,13.907803945079646,interacts with,0.029,False,interacts with,f02abee84a8b31c4281aa2fb6bd58349_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,f02abee84a8b31c4281aa2fb6bd58349_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0097,0038
-0.1383,Negative,11.829723327386729,interacts with,0.029,False,interacts with,38c850022d0700fa24b06d5dd3f8da40_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,38c850022d0700fa24b06d5dd3f8da40_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0100,0038
-0.1473,Negative,12.097833581775268,interacts with,0.02,False,interacts with,d7463494a00186665833be74ccdd14a1_eukaryote (interacts with) 4faf22474cef7bf9d255c73cd9db118e_bacteria,d7463494a00186665833be74ccdd14a1_eukaryote,4faf22474cef7bf9d255c73cd9db118e_bacteria,0101,0038
-0.1515,Negative,9.591308378515002,interacts with,0.014,False,interacts with,9f9db7a86cad05f5ce499615c163e8a9_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,9f9db7a86cad05f5ce499615c163e8a9_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0041,0039
0.1958,Positive,12.78695041566203,interacts with,0.004,False,interacts with,fc72483f66338779d31c85dada4f5711_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,fc72483f66338779d31c85dada4f5711_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0162,0039
-0.2853,Negative,8.360171119112932,interacts with,0.001,False,interacts with,486eef6f6e7d9269c40a644d2d6832d6_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,486eef6f6e7d9269c40a644d2d6832d6_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0195,0039
0.3754,Positive,7.75787564888268,interacts with,0.001,False,interacts with,be23ac7180eac196be3e0514333d4301_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,be23ac7180eac196be3e0514333d4301_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0042,0039
0.1783,Positive,15.727937661808522,interacts with,0.014,False,interacts with,36f1731173941db493c190a81c67a7cf_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,36f1731173941db493c190a81c67a7cf_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0114,0039
0.4034,Positive,6.931193834953743,interacts with,0.001,False,interacts with,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0043,0039
-0.2235,Negative,7.457998192031985,interacts with,0.001,False,interacts with,d96989fc36f17efec684123db1413110_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,d96989fc36f17efec684123db1413110_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0045,0039
-0.1532,Negative,9.085255726488915,interacts with,0.024,False,interacts with,2ec351ef72927f2bc76225d8277dc602_bacteria (interacts with) 12ce93ddd82908b0631426465fc4feff_bacteria,2ec351ef72927f2bc76225d8277dc602_bacteria,12ce93ddd82908b0631426465fc4feff_bacteria,0046,0039
