Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target,a_d_interaction
0.1778,Positive,13.859475194256191,interacts with,0.012,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,0176,0066,0
-0.2225,Negative,10.098507403630297,interacts with,0.01,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,0093,0066,0
0.1893,Positive,12.959824931584604,interacts with,0.008,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,007761694cceb108c141cce8750b23b5_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0073,0067,0
0.1585,Positive,13.098139978398311,interacts with,0.03,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,9561dff2fb67039404a8a5d6c669959c_fungi,0176,0067,0
0.1599,Positive,10.199770496434857,interacts with,0.048,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,9561dff2fb67039404a8a5d6c669959c_fungi,0083,0067,0
0.2622,Positive,11.77971059111555,interacts with,0.001,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 9561dff2fb67039404a8a5d6c669959c_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,9561dff2fb67039404a8a5d6c669959c_fungi,0127,0067,0
0.3533,Positive,13.697606961431438,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,007761694cceb108c141cce8750b23b5_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0073,0068,0
0.3418,Positive,12.131528084034995,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0176,0068,0
0.323,Positive,17.397846489022953,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 9a06988e426d7ef4663c568dcd331ca0_fungi,6f919188220b0c82be4439bb63dd189e_fungi,9a06988e426d7ef4663c568dcd331ca0_fungi,0222,0068,0
0.2385,Positive,11.748010538123683,interacts with,0.006,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 16010d640ae1f9ef8b46d9778d31166d_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,16010d640ae1f9ef8b46d9778d31166d_fungi,0176,0069,0
0.5075,Positive,8.903970099629046,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 6dec4a7642385d3256e7c0ab2c05366d_fungi,007761694cceb108c141cce8750b23b5_fungi,6dec4a7642385d3256e7c0ab2c05366d_fungi,0073,0070,0
0.3218,Positive,11.08296807660315,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 6dec4a7642385d3256e7c0ab2c05366d_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,6dec4a7642385d3256e7c0ab2c05366d_fungi,0176,0070,0
0.3103,Positive,19.125782320011684,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 6dec4a7642385d3256e7c0ab2c05366d_fungi,6f919188220b0c82be4439bb63dd189e_fungi,6dec4a7642385d3256e7c0ab2c05366d_fungi,0222,0070,0
-0.1671,Negative,14.004078254222318,interacts with,0.05,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 6dec4a7642385d3256e7c0ab2c05366d_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,6dec4a7642385d3256e7c0ab2c05366d_fungi,0083,0070,0
-0.199,Negative,14.70629908434864,interacts with,0.023,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 6dec4a7642385d3256e7c0ab2c05366d_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,6dec4a7642385d3256e7c0ab2c05366d_fungi,0093,0070,0
0.2977,Positive,12.057399660938565,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) 5743cd46a67f26fc2a0a910a35f1b12f_fungi,007761694cceb108c141cce8750b23b5_fungi,5743cd46a67f26fc2a0a910a35f1b12f_fungi,0073,0071,0
0.3963,Positive,10.673408810925867,interacts with,0.001,False,interacts with,007761694cceb108c141cce8750b23b5_fungi (interacts with) d4ced3fcf757696111ad371371ff4cce_fungi,007761694cceb108c141cce8750b23b5_fungi,d4ced3fcf757696111ad371371ff4cce_fungi,0073,0072,0
0.1701,Positive,15.62288826962449,interacts with,0.021,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) d4ced3fcf757696111ad371371ff4cce_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,d4ced3fcf757696111ad371371ff4cce_fungi,0176,0072,0
0.2707,Positive,24.058822031302324,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) d4ced3fcf757696111ad371371ff4cce_fungi,6f919188220b0c82be4439bb63dd189e_fungi,d4ced3fcf757696111ad371371ff4cce_fungi,0222,0072,0
-0.1887,Negative,14.343456061386696,interacts with,0.024,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) d4ced3fcf757696111ad371371ff4cce_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,d4ced3fcf757696111ad371371ff4cce_fungi,0093,0072,0
0.205,Positive,24.12637219787213,interacts with,0.014,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 228f3cd62dcd0e0ca5e463f2342f1f82_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,228f3cd62dcd0e0ca5e463f2342f1f82_fungi,0083,0229,0
0.4089,Positive,10.17082230581894,interacts with,0.001,False,interacts with,55d3ffaf20a40a432de7989e6d6d5a00_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,007761694cceb108c141cce8750b23b5_fungi,0252,0073,0
0.2544,Positive,11.926978544543246,interacts with,0.001,False,interacts with,c0a6013edcd750f053a34cc2e955055c_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,c0a6013edcd750f053a34cc2e955055c_fungi,007761694cceb108c141cce8750b23b5_fungi,0172,0073,0
0.1618,Positive,13.269332722590006,interacts with,0.03,False,interacts with,feaca0edcf1a23c916e8a5a15e251c00_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,feaca0edcf1a23c916e8a5a15e251c00_fungi,007761694cceb108c141cce8750b23b5_fungi,0236,0073,0
0.1768,Positive,15.314053766953435,interacts with,0.032,False,interacts with,84b78558c3c317566a13f29ab950da23_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,84b78558c3c317566a13f29ab950da23_fungi,007761694cceb108c141cce8750b23b5_fungi,0201,0073,0
0.3093,Positive,14.93979111700765,interacts with,0.001,False,interacts with,4745af0659fd8962bab4c6f134456248_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,4745af0659fd8962bab4c6f134456248_fungi,007761694cceb108c141cce8750b23b5_fungi,0122,0073,0
-0.209,Negative,17.45597967697987,interacts with,0.003,False,interacts with,92b9c83064618f3fa4cc6f518011a93f_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,92b9c83064618f3fa4cc6f518011a93f_fungi,007761694cceb108c141cce8750b23b5_fungi,0075,0073,0
0.2346,Positive,11.204878509954034,interacts with,0.002,False,interacts with,45072f0f90af585d84d9e8b285570885_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,45072f0f90af585d84d9e8b285570885_fungi,007761694cceb108c141cce8750b23b5_fungi,0076,0073,0
0.3076,Positive,18.088994144830057,interacts with,0.001,False,interacts with,cd6040e6b124b405e0a57b6b2bc182a8_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,cd6040e6b124b405e0a57b6b2bc182a8_fungi,007761694cceb108c141cce8750b23b5_fungi,0203,0073,0
0.2296,Positive,14.034878259919862,interacts with,0.003,False,interacts with,d8f0bf7bd6bfed38440976deac1053de_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,d8f0bf7bd6bfed38440976deac1053de_fungi,007761694cceb108c141cce8750b23b5_fungi,0204,0073,0
0.1422,Positive,18.21808260214028,interacts with,0.033,False,interacts with,e13eae7ac33ca345b3e22b971ecb92b4_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,e13eae7ac33ca345b3e22b971ecb92b4_fungi,007761694cceb108c141cce8750b23b5_fungi,0205,0073,0
0.1709,Positive,15.439289125830609,interacts with,0.019,False,interacts with,573058e00737be3571135b4901715a5b_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,573058e00737be3571135b4901715a5b_fungi,007761694cceb108c141cce8750b23b5_fungi,0077,0073,0
0.1698,Positive,12.687879548338968,interacts with,0.022,False,interacts with,b5b89cca5a0cb0c01db814cb6f693f9f_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,007761694cceb108c141cce8750b23b5_fungi,0079,0073,0
0.187,Positive,11.119105332879728,interacts with,0.015,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,007761694cceb108c141cce8750b23b5_fungi,0176,0073,0
0.2365,Positive,15.755501195907032,interacts with,0.005,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,6f919188220b0c82be4439bb63dd189e_fungi,007761694cceb108c141cce8750b23b5_fungi,0222,0073,0
0.1862,Positive,16.907081892723006,interacts with,0.012,False,interacts with,f7f2a2faaaee104be5ea5a7d5484aacf_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,f7f2a2faaaee104be5ea5a7d5484aacf_fungi,007761694cceb108c141cce8750b23b5_fungi,0249,0073,0
0.3291,Positive,11.580713901869862,interacts with,0.001,False,interacts with,5f279c746c8e0dc1b9305887f0cbae5a_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,5f279c746c8e0dc1b9305887f0cbae5a_fungi,007761694cceb108c141cce8750b23b5_fungi,0080,0073,0
0.1905,Positive,16.671104968344125,interacts with,0.011,False,interacts with,dcd80134a421ba1ee39910e372a24a74_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,dcd80134a421ba1ee39910e372a24a74_fungi,007761694cceb108c141cce8750b23b5_fungi,0206,0073,0
-0.1617,Negative,15.843104426939808,interacts with,0.033,False,interacts with,2b58ac3373c047a1eebbf7a75e2e0552_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,2b58ac3373c047a1eebbf7a75e2e0552_fungi,007761694cceb108c141cce8750b23b5_fungi,0124,0073,0
0.1688,Positive,11.552899031958704,interacts with,0.03,False,interacts with,893838c627554dd7258f3ac3e024dfe2_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,893838c627554dd7258f3ac3e024dfe2_fungi,007761694cceb108c141cce8750b23b5_fungi,0180,0073,0
0.1859,Positive,15.808389124299064,interacts with,0.012,False,interacts with,99f992144830d91fd450ab2e67bcead5_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,99f992144830d91fd450ab2e67bcead5_fungi,007761694cceb108c141cce8750b23b5_fungi,0243,0073,0
0.2006,Positive,11.996796100328504,interacts with,0.003,False,interacts with,bb0bac95bc47602168f4048966f9be02_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,bb0bac95bc47602168f4048966f9be02_fungi,007761694cceb108c141cce8750b23b5_fungi,0183,0073,0
0.1892,Positive,17.704834774085054,interacts with,0.007,False,interacts with,8785fbcd8cc239f3cbcfc81f423115d0_fungi (interacts with) 007761694cceb108c141cce8750b23b5_fungi,8785fbcd8cc239f3cbcfc81f423115d0_fungi,007761694cceb108c141cce8750b23b5_fungi,0238,0073,0
-0.1971,Negative,13.166003135568763,interacts with,0.016,False,interacts with,9a72d97ba542c0d4c87ab583eb06188b_oomycete (interacts with) 007761694cceb108c141cce8750b23b5_fungi,9a72d97ba542c0d4c87ab583eb06188b_oomycete,007761694cceb108c141cce8750b23b5_fungi,0184,0073,0
-0.2398,Negative,14.796036309765665,interacts with,0.005,False,interacts with,1f97c28f91d9a257362352f7c2958eb5_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,1f97c28f91d9a257362352f7c2958eb5_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0086,0073,0
-0.158,Negative,15.132508429896788,interacts with,0.024,False,interacts with,d6e7187575c837cc355b39cb4c72f1b7_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,d6e7187575c837cc355b39cb4c72f1b7_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0139,0073,0
-0.1525,Negative,15.577008712784124,interacts with,0.045,False,interacts with,416ebed6f40ce92fda977416ca373220_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,416ebed6f40ce92fda977416ca373220_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0094,0073,0
0.1668,Positive,29.13089248003505,interacts with,0.041,False,interacts with,acc6f82c660def2e2f383dfb4f075933_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,acc6f82c660def2e2f383dfb4f075933_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0257,0073,0
0.1675,Positive,19.44081445043517,interacts with,0.047,False,interacts with,6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0148,0073,0
-0.153,Negative,14.266093816696754,interacts with,0.035,False,interacts with,c42c09f149cbb96ab465fe8b2be206c3_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,c42c09f149cbb96ab465fe8b2be206c3_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0096,0073,0
-0.1705,Negative,17.867129072723724,interacts with,0.016,False,interacts with,f02abee84a8b31c4281aa2fb6bd58349_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,f02abee84a8b31c4281aa2fb6bd58349_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0097,0073,0
-0.1366,Negative,14.693705857718884,interacts with,0.038,False,interacts with,a0026d509095158fccba24e0a4c3ef6e_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,a0026d509095158fccba24e0a4c3ef6e_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0099,0073,0
0.1344,Positive,19.14710335529209,interacts with,0.05,False,interacts with,45c7f51c370529e7a0ec2dab53933053_eukaryote (interacts with) 007761694cceb108c141cce8750b23b5_fungi,45c7f51c370529e7a0ec2dab53933053_eukaryote,007761694cceb108c141cce8750b23b5_fungi,0245,0073,0
0.291,Positive,10.585440836285011,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 55d3ffaf20a40a432de7989e6d6d5a00_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,0176,0252,0
0.2685,Positive,13.282381562366078,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 55d3ffaf20a40a432de7989e6d6d5a00_fungi,6f919188220b0c82be4439bb63dd189e_fungi,55d3ffaf20a40a432de7989e6d6d5a00_fungi,0222,0252,0
0.1968,Positive,10.93838646064477,interacts with,0.008,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) c0a6013edcd750f053a34cc2e955055c_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,c0a6013edcd750f053a34cc2e955055c_fungi,0176,0172,0
0.2399,Positive,17.077594247822564,interacts with,0.003,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 25f16fb9e13dc11d9cdb2563441d93ea_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,25f16fb9e13dc11d9cdb2563441d93ea_fungi,0176,0074,0
0.2138,Positive,12.29393489884993,interacts with,0.008,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 25f16fb9e13dc11d9cdb2563441d93ea_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,25f16fb9e13dc11d9cdb2563441d93ea_fungi,0083,0074,0
0.1904,Positive,15.213953708732276,interacts with,0.012,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 25f16fb9e13dc11d9cdb2563441d93ea_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,25f16fb9e13dc11d9cdb2563441d93ea_fungi,0127,0074,0
0.1587,Positive,12.0105652509816,interacts with,0.024,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) feaca0edcf1a23c916e8a5a15e251c00_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,feaca0edcf1a23c916e8a5a15e251c00_fungi,0176,0236,0
0.1579,Positive,15.831803135393784,interacts with,0.045,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) feaca0edcf1a23c916e8a5a15e251c00_fungi,6f919188220b0c82be4439bb63dd189e_fungi,feaca0edcf1a23c916e8a5a15e251c00_fungi,0222,0236,0
-0.3172,Negative,11.968449694991389,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 84b78558c3c317566a13f29ab950da23_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,84b78558c3c317566a13f29ab950da23_fungi,0083,0201,0
0.2221,Positive,14.246824749874328,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 4745af0659fd8962bab4c6f134456248_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,4745af0659fd8962bab4c6f134456248_fungi,0176,0122,0
0.1577,Positive,15.841409690726554,interacts with,0.047,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 4745af0659fd8962bab4c6f134456248_fungi,6f919188220b0c82be4439bb63dd189e_fungi,4745af0659fd8962bab4c6f134456248_fungi,0222,0122,0
0.1362,Positive,25.021433074263253,interacts with,0.05,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 886658e8f5f92525a3beccfa72774999_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,886658e8f5f92525a3beccfa72774999_fungi,0127,0230,0
0.3349,Positive,11.821919724053712,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 45072f0f90af585d84d9e8b285570885_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,45072f0f90af585d84d9e8b285570885_fungi,0176,0076,0
0.2705,Positive,19.28438257082637,interacts with,0.002,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 45072f0f90af585d84d9e8b285570885_fungi,6f919188220b0c82be4439bb63dd189e_fungi,45072f0f90af585d84d9e8b285570885_fungi,0222,0076,0
-0.2546,Negative,13.80707266669229,interacts with,0.002,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 45072f0f90af585d84d9e8b285570885_fungi,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,45072f0f90af585d84d9e8b285570885_fungi,0093,0076,0
-0.3381,Negative,10.22628955309789,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 1bea8020d2c9d588ad86b87a8f8065e8_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,1bea8020d2c9d588ad86b87a8f8065e8_fungi,0083,0202,0
-0.2826,Negative,17.06725547941653,interacts with,0.001,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) cd6040e6b124b405e0a57b6b2bc182a8_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,cd6040e6b124b405e0a57b6b2bc182a8_fungi,0083,0203,0
0.1617,Positive,12.6479098844997,interacts with,0.023,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) c99c3c0cde268c3acc40ddb4ca470d52_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,c99c3c0cde268c3acc40ddb4ca470d52_fungi,0127,0173,0
0.1891,Positive,19.37892956773761,interacts with,0.01,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) d8f0bf7bd6bfed38440976deac1053de_fungi,6f919188220b0c82be4439bb63dd189e_fungi,d8f0bf7bd6bfed38440976deac1053de_fungi,0222,0204,0
-0.2054,Negative,13.396477947688624,interacts with,0.014,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) d8f0bf7bd6bfed38440976deac1053de_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,d8f0bf7bd6bfed38440976deac1053de_fungi,0083,0204,0
-0.2648,Negative,15.848240900338563,interacts with,0.004,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) d8f0bf7bd6bfed38440976deac1053de_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,d8f0bf7bd6bfed38440976deac1053de_fungi,0127,0204,0
0.1502,Positive,25.79444117583144,interacts with,0.034,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) e13eae7ac33ca345b3e22b971ecb92b4_fungi,6f919188220b0c82be4439bb63dd189e_fungi,e13eae7ac33ca345b3e22b971ecb92b4_fungi,0222,0205,0
0.132,Positive,16.300688200688196,interacts with,0.049,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) da72d280b2793b20ddca69333811f416_fungi,6f919188220b0c82be4439bb63dd189e_fungi,da72d280b2793b20ddca69333811f416_fungi,0222,0240,0
0.1449,Positive,15.907507908897353,interacts with,0.039,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 573058e00737be3571135b4901715a5b_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,573058e00737be3571135b4901715a5b_fungi,0176,0077,0
0.234,Positive,13.076432462440287,interacts with,0.002,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 573058e00737be3571135b4901715a5b_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,573058e00737be3571135b4901715a5b_fungi,0127,0077,0
0.2867,Positive,11.627986239605358,interacts with,0.001,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) 01355d320b33ddf29a77579fe487ee60_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,01355d320b33ddf29a77579fe487ee60_fungi,0176,0078,0
0.2391,Positive,9.790289045199192,interacts with,0.003,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 01355d320b33ddf29a77579fe487ee60_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,01355d320b33ddf29a77579fe487ee60_fungi,0083,0078,0
0.2347,Positive,11.656202539693629,interacts with,0.004,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 01355d320b33ddf29a77579fe487ee60_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,01355d320b33ddf29a77579fe487ee60_fungi,0127,0078,0
0.1675,Positive,11.877217637208638,interacts with,0.031,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 3594bd84689e1249077661feb03ed8ba_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,3594bd84689e1249077661feb03ed8ba_fungi,0083,0175,0
0.208,Positive,13.553161611816115,interacts with,0.004,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 3594bd84689e1249077661feb03ed8ba_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,3594bd84689e1249077661feb03ed8ba_fungi,0127,0175,0
0.2043,Positive,12.50016266499737,interacts with,0.004,False,interacts with,08abdffc486630512a1123f8c3bdc96c_fungi (interacts with) b5b89cca5a0cb0c01db814cb6f693f9f_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,0176,0079,0
0.198,Positive,12.13648354814502,interacts with,0.012,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) b5b89cca5a0cb0c01db814cb6f693f9f_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,0127,0079,0
0.3178,Positive,14.214126104373772,interacts with,0.001,False,interacts with,6f919188220b0c82be4439bb63dd189e_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,6f919188220b0c82be4439bb63dd189e_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0222,0176,0
0.309,Positive,9.747175130408696,interacts with,0.001,False,interacts with,f399f80a36b7b63e3071e1397d106116_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,f399f80a36b7b63e3071e1397d106116_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0179,0176,0
0.3234,Positive,10.929468476120672,interacts with,0.001,False,interacts with,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0138,0176,0
0.2143,Positive,15.507190563969909,interacts with,0.004,False,interacts with,99f992144830d91fd450ab2e67bcead5_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,99f992144830d91fd450ab2e67bcead5_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0243,0176,0
0.2538,Positive,10.253722313886785,interacts with,0.002,False,interacts with,bb0bac95bc47602168f4048966f9be02_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,bb0bac95bc47602168f4048966f9be02_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0183,0176,0
0.207,Positive,15.54711554355517,interacts with,0.003,False,interacts with,223c70ea1023264b0e955d86276fac55_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,223c70ea1023264b0e955d86276fac55_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0224,0176,0
0.1871,Positive,13.971520616345808,interacts with,0.007,False,interacts with,8785fbcd8cc239f3cbcfc81f423115d0_fungi (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,8785fbcd8cc239f3cbcfc81f423115d0_fungi,08abdffc486630512a1123f8c3bdc96c_fungi,0238,0176,0
0.1593,Positive,13.610481121126496,interacts with,0.044,False,interacts with,cc72eaa86c2be573136acdf59cda9fc3_oomycete (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,cc72eaa86c2be573136acdf59cda9fc3_oomycete,08abdffc486630512a1123f8c3bdc96c_fungi,0083,0176,1
0.2336,Positive,11.303640028964278,interacts with,0.002,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) 08abdffc486630512a1123f8c3bdc96c_fungi,5a7fabdfc2b1915ca336712e300eb727_eukaryote,08abdffc486630512a1123f8c3bdc96c_fungi,0127,0176,1
